番号,部品名称,ファイル名,幅,高,X,Y,配列,関連性,共通化,9-Patch,アニメーション,備考
-,-,num_layout_01.png,1000,1000,0,0,-,-,-,-,-,-
-,-,num_layout_02.png,1000,1000,0,0,-,-,-,-,-,-
-,-,num_layout_03.png,1000,1000,0,0,-,-,-,-,-,-
-,-,num_layout_04.png,1000,1000,0,0,-,-,-,-,-,-
-,-,num_layout_05.png,1000,1000,0,0,-,-,-,-,-,-
-,-,num_layout_06.png,1000,1000,0,0,-,-,-,-,-,-
-,-,num_layout_08.png,1000,1000,0,0,-,-,-,-,-,-
-,-,num_layout_010.png,1000,1000,0,0,-,-,-,-,-,-
